ID,y
473,97.941
475,94.503
480,100.43
488,106.72
490,108.81
491,104.68
492,77.199
493,95.965
497,92.676
498,111.09
499,95.386
500,104.48
501,94.673
502,109.67
506,79.684
510,104.51
511,93.959
512,94.366
516,95.623
518,92.156
519,108.91
521,92.702
522,107.68
526,109.21
529,98.369
532,108.94
533,95.501
536,114.12
537,97.018
539,94.312
540,104.69
541,96.157
543,94.954
546,109.1
547,95.603
548,80.113
551,94.6
552,103.53
556,103.38
557,96.723
558,107.33
559,101.57
560,109.33
562,111.64
566,96.284
570,111.09
571,102.5
572,107.13
573,94.478
575,116.8
576,108.33
577,95.643
579,93.354
580,109.46
581,112.42
589,108.81
591,103.05
593,100.69
594,102.62
595,96.534
598,94.518
602,108.98
604,106.78
606,105.82
608,96.411
609,104.81
610,94.493
616,109.22
617,94.301
618,102.99
620,103.91
622,104.41
623,92.413
624,104.11
626,110.12
628,109.47
629,96.165
630,108.34
637,100.82
638,102.2
643,99.235
645,100.43
646,108.55
648,95.599
652,96.483
653,102.54
654,111.09
656,109.13
657,101.24
659,98.89
660,106.09
663,93.18
664,106.81
666,104.78
668,108.84
669,96.778
671,96.58
675,94.984
677,95.18
678,108.58
679,104.19
682,99.844
685,104.95
687,95.887
688,95.936
693,108.06
696,95.794
698,95.108
701,96.222
704,105.3
705,116.66
709,108.67
710,96.245
711,103.47
712,99.978
714,108.43
715,94.102
716,108.85
717,95.728
720,116.57
721,98.745
724,94.32
725,94.156
726,107.93
728,108.77
731,99.403
734,105.18
738,95.642
745,107.66
746,94.63
751,77.159
754,93.291
756,98.342
758,96.446
759,103.94
761,118.62
766,97.645
767,109.16
768,92.428
769,101.5
770,95.939
771,77.248
772,104.17
773,94.309
774,110.32
776,109.15
777,109.56
780,118.48
782,104.66
787,102.76
788,94.386
792,92.512
793,107.81
798,98.911
800,93.225
806,108.85
809,109.07
811,96.365
812,97.399
814,116.8
816,103.45
817,102.11
818,103.16
820,102.16
823,94.597
829,93.251
830,107.44
831,92.657
834,108.86
839,95.898
841,79.908
844,104.77
845,94.386
848,93.592
850,99.603
851,103.24
852,94.793
854,94.661
855,96.972
856,103.01
859,101.58
861,110.32
864,94.131
865,110.9
866,95.025
867,94.651
869,96.525
871,94.663
872,108.85
882,102.96
883,93.023
885,99.777
888,97.01
893,108.7
901,108.39
903,104.66
904,94.303
905,104.06
910,100.21
911,108.8
914,113.92
918,105.22
921,92.676
928,95.984
929,103.91
932,102.33
933,103.06
934,100.21
935,108.44
937,79.846
939,94.638
940,102.47
941,96.747
942,104.92
943,94.885
944,102.99
947,108.85
949,106.48
951,104.93
952,102.34
953,104.66
954,77.983
957,108.98
959,92.657
960,108.93
963,116.8
965,108.85
967,104.98
971,95.491
972,78.052
973,95.067
974,109.16
975,96.972
978,105.65
980,108.48
981,95.11
984,114.07
986,100.21
988,92.428
989,109.37
990,103.22
992,108.39
996,103.14
999,108.33
1000,96.796
1001,110.9
1002,92.926
1003,109.15
1004,92.818
1008,108.18
1009,95.486
1010,107.95
1012,109.16
1013,95.705
1014,118.28
1015,94.772
1016,116.74
1019,97.855
1020,106.25
1021,100.21
1022,105.29
1024,100.21
1025,78.617
1027,96.265
1028,104.42
1029,96.178
1030,94.804
1033,109.45
1036,96.68
1037,106.92
1038,94.221
1042,94.638
1043,103.11
1044,93.746
1045,109.19
1047,115.54
1050,94.849
1051,108.57
1054,94.618
1056,95.11
1057,93.283
1059,94.979
1062,98.381
1063,105.45
1064,95.11
1066,95.729
1070,105.16
1076,109.5
1077,100.96
1078,109.03
1080,107.81
1082,100.64
1083,95.407
1089,100.82
1091,97.009
1093,93.957
1097,94.093
1099,95
1101,100.19
1103,98.872
1104,110.09
1106,107.05
1109,91.171
1110,110.22
1111,100.63
1112,111.01
1114,94.49
1116,96.329
1117,106.94
1120,98.659
1124,108.52
1125,93.668
1126,108.42
1134,109.08
1137,93.417
1138,110.24
1144,109.06
1145,96.578
1146,91.795
1148,98.059
1150,98.761
1152,104.79
1153,93.942
1154,103.44
1155,94.634
1157,97.106
1162,94.858
1165,109.12
1166,94.542
1167,105.15
1168,100.38
1169,101.68
1171,118.58
1172,96.845
1173,101.68
1174,95.294
1176,97.92
1177,103.84
1178,94.619
1182,108.7
1186,100.54
1187,106.38
1188,93.532
1189,118.53
1191,104.97
1192,95.051
1197,107.64
1198,95.449
1200,77.996
1201,95.239
1203,96.958
1209,116.84
1214,104.22
1218,112.91
1222,94.39
1226,95.652
1228,94.8
1230,96.455
1232,78.396
1233,102.59
1236,115.42
1238,95.62
1241,109.06
1244,104.8
1246,93.767
1247,107.94
1250,110.25
1251,95.232
1254,105.19
1255,96.144
1256,109.39
1257,94.401
1258,103.78
1259,108.81
1260,101.26
1263,109.23
1267,77.666
1268,110.28
1271,94.906
1272,108.73
1274,104.61
1275,94.858
1276,108.61
1277,94.355
1279,91.795
1281,102.1
1282,93.532
1283,109.05
1285,107.21
1286,93.859
1289,109.13
1296,105.22
1299,98.706
1301,103.11
1306,93.609
1307,95.867
1308,91.963
1313,108.61
1314,95.279
1315,110.22
1316,98.833
1317,108.73
1319,93.755
1323,100.76
1324,106.44
1325,95.07
1328,102.23
1329,93.584
1330,110.32
1331,97.554
1332,103.07
1337,96.831
1338,103.23
1339,92.699
1340,109.06
1343,103.33
1347,105.93
1348,95.46
1349,105.85
1352,91.804
1354,97.478
1359,108.41
1360,100.62
1363,108.84
1364,95.406
1365,103.74
1366,98.106
1372,102.17
1375,101.96
1376,93.393
1378,93.964
1379,112.9
1380,100.41
1381,101.73
1384,105.88
1387,99.052
1388,109.18
1392,78.159
1394,99.511
1395,92.879
1396,109.16
1398,96.743
1399,109.16
1400,95.666
1401,94.161
1403,96.178
1404,100.44
1406,109.16
1407,94.578
1408,109.36
1410,77.669
1412,109.06
1413,93.972
1415,94.176
1420,109.36
1422,112.6
1423,101.13
1424,109.36
1425,102.11
1426,77.669
1427,96.873
1429,94.321
1430,109.57
1431,97.682
1432,101.35
1434,110
1437,94.594
1438,104.24
1440,108.24
1441,109.83
1442,94.474
1444,106.88
1445,94.295
1446,104.68
1448,94.057
1453,95.828
1454,109.06
1455,95.044
1456,104.66
1458,109.06
1459,94.531
1461,97.503
1465,99.052
1466,107.69
1469,101.02
1472,95.828
1474,96.721
1477,107.83
1479,100.5
1482,103.3
1483,78.254
1487,96.135
1488,110.47
1490,108.73
1492,106.59
1494,118.31
1496,98.505
1497,97.17
1499,97.038
1502,94.245
1507,105.53
1508,91.804
1509,100.33
1511,94.581
1512,105.76
1513,114.72
1514,103.23
1518,108.56
1519,92.605
1522,109.86
1524,77.978
1527,94.474
1529,93.803
1532,104.92
1536,108.47
1537,116.82
1539,104.33
1542,108.79
1543,93.393
1544,103.99
1545,83.3
1550,93.159
1551,108.39
1554,111.02
1556,104.93
1559,94.4
1560,78.073
1562,95.841
1566,92.658
1567,108.61
1569,105.18
1570,110.89
1571,109.69
1574,91.804
1578,104.71
1580,93.695
1583,105.13
1584,91.804
1585,106.89
1586,98.459
1587,109.29
1588,92.782
1590,115.36
1592,103.03
1596,101.63
1598,107.46
1599,94.54
1604,108.45
1606,102.66
1607,93.972
1608,100.63
1609,118.65
1611,96.341
1613,95.121
1616,98.494
1619,108.83
1620,95.512
1621,108.47
1622,94.444
1625,108.28
1627,118.65
1629,105.45
1634,95.108
1636,95.906
1638,105.32
1639,95.203
1641,96.743
1643,92.638
1644,102.54
1645,118.52
1646,101.21
1647,111.24
1648,95.49
1652,93.695
1653,109.07
1656,106.44
1658,94.54
1659,109.79
1661,101.58
1663,93.972
1664,106.43
1665,94.807
1666,104.93
1667,100.47
1668,77.975
1669,100.67
1670,94.082
1672,109.22
1674,118.28
1677,110.47
1678,93.304
1679,109.24
1680,103.41
1683,103.92
1686,102.47
1687,112.9
1689,107.34
1690,93.875
1691,116.58
1692,109.18
1693,91.804
1695,95.084
1696,95.828
1697,109.77
1700,104.93
1701,95.871
1702,108.98
1703,92.595
1704,108.85
1706,96.358
1707,114.6
1708,95.378
1710,94.593
1711,103.15
1713,105.17
1717,103.64
1719,104.71
1720,93.182
1722,95.175
1725,103.02
1726,95.433
1727,101.05
1729,109.08
1730,93.616
1731,108.12
1733,104.93
1734,95.457
1735,112.6
1738,95.121
1742,98.028
1745,118.28
1747,95.974
1749,95.354
1751,95.195
1752,78.006
1753,101.26
1754,97.189
1755,94.511
1756,103.72
1758,107.7
1759,94.842
1760,102.47
1761,107.83
1762,94.369
1763,110.29
1764,89.296
1766,95.249
1768,95.828
1769,77.68
1771,108.28
1772,97.209
1773,103.85
1774,96.679
1775,108.6
1777,109.69
1779,94.842
1780,107.82
1787,92.6
1788,92.958
1790,95.423
1796,108.54
1801,92.909
1803,95.466
1807,109
1809,104.3
1812,94.863
1813,106.65
1814,99.941
1815,107.44
1816,94.846
1818,94.838
1820,92.701
1821,115.43
1822,96.415
1825,94.332
1826,103.23
1828,95.254
1831,104.77
1836,102.58
1837,94.808
1841,96.575
1844,103
1848,93.165
1851,104.19
1852,95.248
1853,93.373
1854,108.69
1856,102.17
1859,104.33
1860,94.922
1861,78.102
1863,105.46
1865,96.77
1866,102.17
1867,92.373
1868,92.643
1872,96.453
1879,102.03
1880,103.11
1882,95.522
1885,103.84
1887,103.6
1888,95.225
1890,108.93
1894,94.908
1895,103.07
1896,96.078
1897,107.75
1900,98.67
1901,94.595
1902,110.24
1905,94.029
1906,108.75
1912,104.66
1915,95.072
1916,105.02
1917,93.734
1918,103.26
1920,77.923
1923,96.182
1924,100.98
1925,95.468
1930,118.52
1932,109.24
1933,100.02
1934,107.81
1935,94.819
1940,77.669
1941,94.783
1942,109.41
1943,96.177
1944,93.458
1945,102.29
1948,116.83
1949,94.311
1952,101.32
1954,91.786
1955,109.5
1958,94.624
1959,84.388
1960,110.29
1963,96.537
1965,94.71
1968,101.13
1969,95.794
1971,96.157
1972,109.3
1973,92.889
1975,92.877
1977,99.078
1978,94.116
1979,109.03
1981,92.771
1982,110.07
1987,110.59
1988,92.614
1993,102.34
1997,93.291
1999,95.009
2001,95.039
2002,115.57
2003,92.807
2004,79.029
2006,109.15
2007,92.468
2009,102.73
2010,94.822
2013,96
2018,78.851
2022,101.33
2024,108.01
2025,94.183
2026,104.24
2030,102.94
2031,95.979
2032,104.66
2033,95.18
2035,100.2
2036,109.72
2037,93.116
2040,95.191
2043,109.17
2044,103.02
2046,105.11
2054,104.84
2055,94.22
2056,107.82
2059,94.449
2060,94.595
2062,97
2063,107.73
2066,94.908
2067,113.72
2072,96.437
2073,106.83
2074,97.566
2075,105.78
2076,94.838
2080,97.146
2082,94.595
2085,105.17
2087,108.57
2091,106.46
2092,93.532
2093,107.82
2098,100.54
2101,110.29
2102,94.676
2103,77.669
2105,102.23
2106,94.529
2107,104.66
2110,95.527
2114,94.747
2115,109.26
2117,78.497
2118,94.834
2119,105.24
2120,95.031
2122,98.499
2123,108.53
2126,96.094
2127,103.83
2128,95.578
2129,108.29
2132,102.32
2135,104.88
2138,101.37
2139,118.52
2141,108.87
2142,94.446
2146,101.28
2151,109.19
2157,103.99
2159,106.76
2162,94.444
2164,116.73
2167,92.976
2168,108.42
2171,100.42
2173,96.32
2174,103.31
2175,94.813
2178,94.387
2180,95.279
2185,110.27
2189,94.409
2190,113.39
2192,102.94
2194,115.54
2200,101.88
2201,93.394
2203,109.08
2204,92.747
2205,111.26
2209,106.12
2213,104.41
2214,94.394
2215,109.24
2216,93.662
2218,94.729
2219,105.75
2220,100.46
2222,93.178
2223,108.03
2225,107.26
2226,97.089
2230,101
2233,113.16
2234,111.13
2235,92.747
2236,77.81
2237,92.564
2240,116.11
2241,99.187
2248,103.89
2249,94.821
2250,97.95
2252,109.04
2253,94.696
2254,109.06
2256,78.063
2258,95.224
2259,104.89
2262,95.174
2265,94.322
2266,104.26
2269,102
2271,97.014
2273,93.671
2274,106.62
2275,93.455
2277,96.241
2279,92.747
2280,77.858
2282,95.279
2283,102.62
2288,92.88
2289,106.63
2291,95.434
2292,118.62
2297,100.45
2298,104.65
2299,94.35
2300,109.23
2301,93.536
2304,94.048
2305,100.76
2306,95.174
2308,94.666
2309,97.968
2311,92.364
2312,101.51
2316,103.22
2321,103.06
2322,108.92
2325,104.91
2326,95.79
2329,118.62
2330,95.984
2331,102.45
2332,113.24
2333,95.174
2334,102.82
2335,109.32
2337,107.45
2338,101.62
2340,113.24
2342,106.84
2345,96.156
2349,97.374
2351,78.089
2352,95.116
2354,109.18
2355,108
2357,107.26
2358,95.678
2360,101.86
2361,109.18
2364,94.618
2366,98.807
2369,101.11
2370,101.56
2371,113.04
2373,102.64
2374,99.374
2376,109.18
2378,105.25
2382,98.066
2383,93.198
2386,104.69
2387,99.061
2389,101.39
2390,103.15
2392,95.681
2398,113.24
2399,95.131
2400,95.68
2401,105.81
2402,94.67
2404,95.089
2407,101.79
2408,106.94
2409,103.01
2412,78.71
2413,100.98
2415,95.904
2420,102.85
2422,101.55
2423,102.8
2426,93.629
2432,95.812
2434,93.652
2435,102.68
2436,107.66
2438,106.62
2440,109.57
2443,99.816
2444,94.428
2447,103.89
2450,95.949
2454,101.52
2455,109.31
2459,95.174
2460,107.84
2463,101.68
2465,101.57
2468,77.53
2469,92.701
2474,92.794
2478,94.93
2480,94.61
2481,116.11
2489,95.279
2490,102.69
2492,94.498
2496,95.174
2497,113.74
2500,95.001
2505,95.471
2507,100.2
2508,111.26
2509,94.378
2510,80.744
2513,92.885
2515,95.279
2518,93.198
2519,103.36
2520,93.198
2521,105.94
2523,105.57
2525,95.721
2529,111.35
2530,92.844
2533,104.11
2535,95.757
2538,99.676
2544,103.74
2553,110.03
2556,95.143
2558,92.764
2559,109.76
2560,94.192
2561,109.93
2562,95.824
2563,107.27
2564,93.475
2565,113.17
2567,103.82
2572,94.266
2575,95.566
2576,109.19
2577,94.569
2578,94.657
2579,107.6
2580,94.184
2582,107.41
2583,95.879
2587,93.271
2589,109.94
2590,96.973
2591,111.35
2594,96.207
2597,98.04
2598,104.7
2599,94.161
2600,98.84
2602,108.86
2603,94.266
2604,100.32
2606,104.32
2607,77.91
2608,96.396
2613,111.26
2614,94.917
2615,109.07
2617,109.2
2620,98.921
2623,105
2624,94.758
2627,111.26
2629,77.91
2630,98.464
2632,96.343
2636,94.642
2639,102.02
2640,104.53
2642,111.35
2644,104.9
2646,102.71
2647,94.63
2649,96.641
2650,103.15
2652,104.8
2653,94.518
2655,105.54
2657,113.25
2659,109.01
2662,93.307
2663,116.06
2664,103.1
2665,103.36
2670,95.408
2671,105.01
2672,94.86
2675,104.8
2677,101.89
2679,104.98
2683,109.3
2684,94.809
2685,97.945
2688,104.05
2689,101.93
2690,105.57
2693,97.103
2694,104.57
2697,98.911
2699,94.765
2703,96.648
2705,103.53
2709,80.855
2710,95.897
2711,108.84
2712,94.978
2713,103.11
2714,106.45
2715,95.509
2717,92.978
2718,109.39
2720,108.8
2721,96.261
2726,93.632
2728,94.13
2731,103.48
2732,109
2734,95.143
2736,104.42
2737,98.822
2738,103.22
2739,107.37
2746,94.671
2749,102.96
2751,118.52
2752,105.6
2753,96.223
2757,102.55
2758,94.754
2759,104.21
2760,97.493
2762,109.27
2764,93.508
2765,106.94
2769,107.07
2771,108.32
2774,95.683
2776,97.809
2777,99.177
2778,94.597
2779,109.87
2782,93.563
2784,97.671
2787,100.67
2789,96.248
2792,99.228
2798,96.01
2799,104.95
2800,97.319
2801,79.798
2802,96.91
2804,96.336
2807,103.77
2808,101.94
2809,102.8
2811,115.03
2812,95.08
2814,92.735
2816,97.038
2817,108.87
2818,107.06
2820,106.2
2821,81.314
2822,93.693
2823,105.38
2824,95.999
2826,94.363
2829,95.124
2834,94.359
2835,76.958
2838,100.15
2839,107.45
2840,96.109
2841,104.56
2842,95.037
2846,115.49
2848,101.69
2849,94.814
2850,106.45
2851,94.668
2853,96.213
2854,111.35
2858,108.81
2861,101.58
2864,94.746
2865,116.06
2866,108.98
2867,94.039
2868,108.97
2870,108.75
2877,97.736
2878,111.26
2880,109.38
2882,78.026
2883,96.89
2884,103.16
2885,95.649
2887,95.177
2888,106.98
2889,96.729
2890,104.75
2891,92.413
2892,116.74
2893,95.602
2898,105.71
2899,101.29
2900,108.32
2901,95.182
2909,100.64
2910,106.66
2911,107.66
2913,103.92
2914,101.3
2918,94.813
2919,108.54
2920,95.753
2921,111.26
2922,96.128
2923,101.09
2925,106.64
2926,94.184
2927,111.65
2929,108.49
2933,93.246
2934,103.43
2936,108.14
2941,101.44
2942,95.838
2943,106.56
2945,105.4
2950,93.465
2951,110.38
2953,105.81
2954,100.86
2955,104.58
2956,97.641
2960,98.076
2962,96.542
2963,104.72
2964,104.7
2966,78.052
2967,94.491
2968,97.301
2969,92.956
2971,95.69
2972,100.47
2974,101
2975,104.61
2977,118.35
2980,109.03
2981,94.078
2983,103.08
2984,102.49
2985,118.5
2986,100.54
2987,100.47
2989,95.208
2990,109.86
2991,96.958
2992,77.68
2995,99.96
2996,98.801
3002,105.92
3004,107.56
3005,118.55
3006,95.095
3010,96.769
3011,103.34
3014,94.341
3015,98.988
3016,94.511
3017,100.07
3018,95.855
3021,102.79
3024,104.77
3028,94.704
3030,94.396
3032,95.56
3039,95.974
3040,106.17
3041,101.25
3043,97.719
3044,108.74
3046,105.1
3055,94.732
3056,108.34
3058,93.368
3059,106.13
3061,116.94
3063,104.97
3066,95.2
3067,104.77
3068,78.02
3069,95.714
3072,114.49
3073,109.29
3074,95.588
3077,93.393
3082,96.751
3084,99.96
3085,102.68
3088,104.96
3091,93.559
3092,108.36
3093,97.114
3094,103.48
3096,107.81
3097,93.58
3098,78.192
3102,115.23
3106,95.431
3109,95.656
3111,94.406
3112,118.55
3113,96.074
3115,96.959
3116,109.3
3117,100.09
3121,103.3
3122,100.28
3123,95.121
3124,102.44
3125,94.511
3126,102.88
3127,116.67
3129,94.046
3130,109.15
3132,103.73
3134,104.26
3135,96.058
3137,76.989
3138,98.408
3140,95.331
3144,105.19
3145,95.321
3146,109.06
3147,96.204
3148,102.62
3149,104.81
3150,109.66
3151,95.555
3152,95.213
3155,104.25
3156,106.49
3159,92.935
3161,102.25
3162,105.51
3163,96.144
3165,102.69
3172,98.909
3173,104.37
3176,97.059
3177,103.53
3179,104.61
3183,94.575
3186,95.222
3187,102.75
3189,107.42
3190,96.488
3192,116.67
3193,98.909
3194,109.39
3197,94.717
3198,96.705
3200,94.238
3201,116.91
3202,96.705
3204,95.266
3205,93.147
3206,105.82
3208,105.49
3210,102.83
3211,92.624
3212,116.94
3213,95.811
3214,110.28
3216,104.82
3219,93.787
3220,106.07
3221,96.074
3226,106.6
3227,101.7
3228,106.76
3229,97.014
3232,77.669
3233,93.72
3234,94.635
3236,100.47
3238,111.3
3239,107.85
3240,100.35
3247,109.18
3249,102.58
3252,108.54
3253,101.87
3254,104.46
3255,101.88
3256,106.62
3257,95.916
3262,101.79
3263,104.84
3264,97.641
3266,107.66
3267,99.437
3269,98.835
3272,118.5
3274,94.717
3275,101.8
3277,101.34
3279,100.9
3280,104.29
3283,95.466
3285,95.12
3287,88.912
3288,104.77
3290,102.23
3291,92.582
3298,109.06
3299,95.03
3302,103.21
3303,91.983
3304,100.09
3307,94.841
3309,93.57
3314,77.96
3316,107.24
3317,95.455
3319,94.124
3320,108.35
3321,94.989
3322,104.28
3324,93.396
3326,99.031
3329,105.33
3330,93.653
3331,109.25
3335,116.88
3337,99.556
3338,101.4
3339,98.236
3340,106.2
3341,96.825
3343,97.399
3346,95.965
3348,93.948
3351,104.72
3352,118.89
3355,92.469
3356,114.36
3358,99.08
3359,95.247
3360,104.62
3371,100.88
3372,96.55
3374,98.477
3377,103.84
3378,92.594
3380,103.43
3382,102.23
3386,96.448
3389,103.92
3391,105.74
3393,96.724
3394,105.3
3395,93.367
3397,111.26
3398,96.964
3399,77.481
3400,94.059
3404,103.24
3407,109.5
3409,105.52
3419,101.83
3421,94.383
3425,98.273
3427,80.81
3428,118.63
3429,109.85
3431,100.31
3435,94.412
3436,104.68
3439,98.656
3441,98.617
3442,118.63
3443,101.78
3444,103.13
3445,94.414
3446,105.51
3449,94.261
3453,94.772
3457,95.964
3460,104.56
3461,102.19
3462,95.703
3464,105.2
3465,78.051
3466,94.553
3467,102.68
3468,103.09
3469,103.55
3470,97.331
3472,111.36
3473,99.737
3475,94.86
3476,109.47
3478,104.37
3479,97.637
3483,93.251
3484,103.57
3485,95.268
3487,95.416
3488,108.55
3496,108.55
3497,101.54
3499,97.549
3500,77.8
3501,95.584
3504,94.814
3508,107.26
3511,92.163
3512,110.03
3515,94.205
3517,94.559
3518,96.587
3526,105.73
3528,106.85
3529,98.627
3530,110.92
3531,96.131
3532,102.94
3533,96.019
3534,95.577
3535,77.89
3536,93.79
3537,109.05
3538,93.184
3539,112.57
3540,105.26
3545,110.94
3546,92.624
3550,104.67
3551,96.105
3553,96.65
3554,104.56
3557,92.497
3558,108.57
3559,94.261
3561,94.625
3562,111.26
3563,93.538
3564,104.72
3565,94.414
3567,100.1
3571,104.72
3572,102.07
3574,101.05
3576,95.103
3577,110.11
3578,95.77
3579,94.761
3583,96.933
3585,102.23
3586,104.16
3587,108.51
3593,98.668
3594,104.71
3595,95.926
3599,95.735
3600,104.63
3601,111.36
3602,94.261
3604,97.929
3609,116.95
3610,106.98
3612,108.49
3614,110.98
3615,95.427
3617,102.41
3618,108.96
3619,109.31
3620,109.2
3621,95.095
3625,97.292
3626,103.44
3630,103.06
3631,100.72
3632,101.39
3633,94.898
3634,109.12
3637,95.288
3639,94.844
3640,108.27
3641,97.823
3644,114.75
3645,95.721
3646,95.771
3647,92.865
3648,111.13
3653,108.95
3654,96.189
3655,108.61
3659,102.66
3660,100.59
3662,104.52
3666,94.793
3668,98.123
3671,99.016
3673,98.563
3674,110.15
3675,95.49
3681,93.109
3682,108.96
3686,110.28
3687,99.956
3692,79.942
3695,109.37
3696,95.665
3699,108.57
3705,110.74
3707,77.788
3708,95.304
3709,109.24
3710,95.515
3712,92.922
3715,109.39
3716,94.711
3720,96.249
3722,77.788
3726,93.216
3728,99.541
3729,107.86
3731,103.06
3735,109.21
3736,94.485
3739,102.74
3741,109.74
3743,104.89
3744,95.362
3745,109.43
3746,101.77
3751,95.755
3753,96.323
3760,108.5
3761,95.667
3762,104.45
3763,99.422
3765,96.4
3768,104.77
3769,94.752
3770,99.606
3773,109.2
3774,97.31
3776,96.765
3778,94.993
3779,107.11
3780,95.39
3781,106.16
3782,100.53
3783,111.5
3784,97.419
3786,93.202
3789,104.26
3790,98.308
3793,109.7
3795,109.25
3797,102.23
3798,118.62
3800,104.54
3804,97.729
3810,95.351
3815,108.87
3816,97.729
3818,104.13
3824,111.37
3828,104.11
3830,108.53
3831,97.362
3832,77.882
3834,109.18
3835,94.773
3836,106.82
3838,95.079
3839,116.86
3840,109.57
3845,95.484
3846,109.04
3847,94.537
3849,77.927
3853,109.19
3855,107.26
3856,99.62
3864,80.417
3865,95.538
3866,109.35
3867,95.993
3868,104.54
3869,94.858
3871,95.669
3875,105.12
3876,98.833
3878,95.268
3879,108.57
3881,104.54
3883,102.72
3884,93.997
3886,102.76
3890,98.819
3893,101.99
3897,103.84
3901,100.27
3902,110.43
3913,103.89
3914,94.7
3916,95.368
3917,108.9
3924,103.89
3925,98.657
3928,95.191
3929,109.13
3932,96.474
3933,104.77
3934,77.429
3935,94.519
3936,94.827
3937,109.05
3938,94.61
3939,106.85
3943,92.996
3944,111.36
3945,108.97
3946,94.791
3947,108.35
3948,94.311
3949,111.24
3950,97.046
3951,104.98
3952,95.687
3953,102.08
3961,116.28
3962,99.083
3966,95.731
3967,105
3968,101.47
3969,108.73
3970,96.632
3971,102.71
3973,87.936
3974,111.39
3975,108.96
3977,108.56
3979,109.31
3985,101.51
3986,104.38
3988,106.73
3991,98.816
3992,103.87
3993,98.982
3994,95.607
3995,107.8
4005,106.22
4007,94.817
4008,105.34
4009,95.44
4010,104.51
4011,77.959
4012,93.834
4013,104.29
4015,105.23
4016,112.02
4018,104.75
4025,94.644
4026,106.46
4028,104.85
4029,97.851
4031,98.919
4032,108.99
4033,94.909
4034,104.6
4037,94.456
4038,104.78
4039,94.806
4041,94.197
4042,106.51
4043,103.28
4044,104.77
4045,95.181
4046,110.18
4047,99.416
4048,101.28
4049,97.547
4051,94.62
4052,111.38
4058,104.5
4062,108.67
4064,107.05
4067,94.708
4068,77.833
4070,96.555
4072,116.85
4074,109.69
4075,96.022
4076,108.23
4077,94.901
4078,109.52
4080,104.77
4082,105.04
4085,94.231
4086,105.46
4088,106.46
4089,96.395
4092,78.029
4094,94.965
4095,107.83
4096,94.819
4097,105.07
4102,97.374
4105,98.973
4107,107.37
4111,101.23
4112,105.55
4113,94.489
4114,107.41
4115,93.163
4116,109.22
4117,94.779
4118,94.988
4119,107.69
4120,95.976
4122,81.613
4125,96.128
4126,109.23
4129,109.14
4134,107.19
4137,96.38
4141,97.637
